contig,gene,strand,event_id,confirmed,exon_pre_end,exon1_start,exon1_end,exon2_start,exon2_end,exon_aft_start,event_jid,colon_8a_TSMRU_colon_8a._iso1,colon_8b_TSMRU_colon_8b._iso1,colon_a_TSMRU_V10.star_iso1,colon_b_TSMRU_V11.star_iso1,colon_c_TSMRU_V14.star_iso1,colon_d_TSMRU_V15.star_iso1,colon_f_TSMRU_V22.star_iso1,duodenum_4b_TSMRU_V145.s_iso1,duodenum_4c_TSMRU_V150.s_iso1,rectum_8a_TSMRU_rectum_8_iso1,rectum_8b_TSMRU_rectum_8_iso1,rectum_8c_TSMRU_rectum_8_iso1,rectum_8d_TSMRU_rectum_8_iso1,smallintestine_4a_TSMRU__iso1,smallintestine_4b_TSMRU__iso1,smallintestine_4c_TSMRU__iso1,smallintestine_4d_TSMRU__iso1,colon_8a_TSMRU_colon_8a._iso2,colon_8b_TSMRU_colon_8b._iso2,colon_a_TSMRU_V10.star_iso2,colon_b_TSMRU_V11.star_iso2,colon_c_TSMRU_V14.star_iso2,colon_d_TSMRU_V15.star_iso2,colon_f_TSMRU_V22.star_iso2,duodenum_4b_TSMRU_V145.s_iso2,duodenum_4c_TSMRU_V150.s_iso2,rectum_8a_TSMRU_rectum_8_iso2,rectum_8b_TSMRU_rectum_8_iso2,rectum_8c_TSMRU_rectum_8_iso2,rectum_8d_TSMRU_rectum_8_iso2,smallintestine_4a_TSMRU__iso2,smallintestine_4b_TSMRU__iso2,smallintestine_4c_TSMRU__iso2,smallintestine_4d_TSMRU__iso2
chr11,ENSG00000110697,-,mutex_exons_1757,0,67495602,67497060,67497111,67496178,67496345,67497231,chr11s-:g.67495602j67497060_67497111j67497231>67495602j67496178_67496345j67497231[splMUT],0,0,0,1,0,5,1,0,0,0,0,0,0,3,1,0,0,56,33,29,118,63,62,27,46,40,20,11,16,85,48,59,57,58
chr11,ENSG00000160172,-,mutex_exons_1758,2,67793293,67799374,67799475,67796684,67796833,67803002,chr11s-:g.67793293j67799374_67799475j67803002>67793293j67796684_67796833j67803002[splMUT],4,0,2,11,1,3,0,1,0,3,1,6,7,0,1,1,0,14,13,1,8,10,1,2,5,1,18,9,17,11,3,3,3,0
chr11,ENSG00000162105,-,mutex_exons_1759,0,70492465,70501923,70501931,70500570,70500596,70502206,chr11s-:g.70492465j70501923_70501931j70502206>70492465j70500570_70500596j70502206[splMUT],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
chr11,ENSG00000162105,-,mutex_exons_1760,0,70492465,70501923,70501931,70500570,70500599,70502206,chr11s-:g.70492465j70501923_70501931j70502206>70492465j70500570_70500599j70502206[splMUT],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
chr11,ENSG00000254469,-,mutex_exons_1761,1,71919026,71926418,71926510,71923309,71923475,71928365,chr11s-:g.71919026j71926418_71926510j71928365>71919026j71923309_71923475j71928365[splMUT],0,1,0,0,2,0,0,0,0,4,0,0,1,0,1,0,1,17,14,1,7,11,8,6,6,4,8,12,11,22,7,9,4,6
chr11,ENSG00000137497,-,mutex_exons_1762,7,72007435,72008092,72008145,72007926,72008064,72008688,chr11s-:g.72007435j72008092_72008145j72008688>72007435j72007926_72008064j72008688[splMUT],12,8,3,7,5,11,7,0,6,4,9,8,17,1,2,0,0,1,5,2,3,10,1,1,5,0,6,13,4,6,2,3,3,4
chr11,ENSG00000137497,-,mutex_exons_1763,1,72010854,72011959,72011984,72012401,72012442,72012895,chr11s-:g.72010854j72011959_72011984j72012895>72010854j72012401_72012442j72012895[splMUT],0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,427,242,206,597,495,382,190,113,87,229,274,258,473,150,142,181,99
chr11,ENSG00000137497,-,mutex_exons_1764,0,72035975,72040320,72040379,72039735,72039866,72040605,chr11s-:g.72035975j72040320_72040379j72040605>72035975j72039735_72039866j72040605[splMUT],10,2,4,0,14,1,2,1,4,4,3,4,8,2,0,3,0,7,9,0,11,7,10,0,0,0,5,8,9,15,1,2,3,2
chr11,ENSG00000137497,-,mutex_exons_1765,0,72035975,72040320,72040398,72039735,72039866,72040605,chr11s-:g.72035975j72040320_72040398j72040605>72035975j72039735_72039866j72040605[splMUT],12,2,3,0,13,0,2,1,4,4,3,4,8,2,0,3,0,7,9,0,11,7,10,0,0,0,5,8,9,15,1,2,3,2
chr11,ENSG00000137497,-,mutex_exons_1766,0,72035975,72062589,72062686,72049419,72049539,72069842,chr11s-:g.72035975j72062589_72062686j72069842>72035975j72049419_72049539j72069842[splMUT],2,1,3,2,2,1,2,2,0,0,0,1,5,0,0,4,0,50,21,16,32,32,28,9,6,8,20,22,37,22,5,13,24,8
chr11,ENSG00000137497,-,mutex_exons_1767,1,72035975,72049419,72049539,72068079,72068231,72069842,chr11s-:g.72035975j72049419_72049539j72069842>72035975j72068079_72068231j72069842[splMUT],50,21,16,32,32,28,9,6,8,20,22,37,22,5,13,24,8,6,5,6,4,11,6,1,0,7,15,4,13,5,4,2,3,2
chr11,ENSG00000137497,-,mutex_exons_1768,0,72035975,72049419,72049539,72068079,72068231,72069987,chr11s-:g.72035975j72049419_72049539j72069987>72035975j72068079_72068231j72069987[splMUT],32,13,8,21,20,15,3,2,3,13,13,24,12,1,7,12,7,0,1,1,0,1,0,0,0,0,3,0,0,1,0,0,0,0
chr11,ENSG00000137497,-,mutex_exons_1769,0,72035975,72049419,72049539,72068496,72068617,72069842,chr11s-:g.72035975j72049419_72049539j72069842>72035975j72068496_72068617j72069842[splMUT],50,21,16,32,32,28,9,6,8,20,22,37,22,5,13,24,8,1,2,2,3,0,4,0,1,4,5,1,2,6,2,1,0,2
chr11,ENSG00000137497,-,mutex_exons_1770,0,72035975,72049419,72049539,72068496,72068617,72069987,chr11s-:g.72035975j72049419_72049539j72069987>72035975j72068496_72068617j72069987[splMUT],32,13,8,21,20,15,3,2,3,13,13,24,12,1,7,12,7,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
chr11,ENSG00000137497,-,mutex_exons_1771,0,72035975,72062589,72062686,72050662,72050833,72069842,chr11s-:g.72035975j72062589_72062686j72069842>72035975j72050662_72050833j72069842[splMUT],2,1,3,2,2,1,2,2,0,0,0,1,5,0,0,4,0,0,1,0,0,1,1,0,0,0,2,0,0,1,0,0,0,2
chr11,ENSG00000137497,-,mutex_exons_1772,0,72035975,72068079,72068231,72050662,72050833,72069842,chr11s-:g.72035975j72068079_72068231j72069842>72035975j72050662_72050833j72069842[splMUT],6,5,6,4,11,6,1,0,7,15,4,13,5,4,2,3,2,0,1,0,0,1,1,0,0,0,2,0,0,1,0,0,0,2
chr11,ENSG00000137497,-,mutex_exons_1773,0,72035975,72068105,72068231,72050662,72050833,72069842,chr11s-:g.72035975j72068105_72068231j72069842>72035975j72050662_72050833j72069842[splMUT],11,10,5,8,12,7,2,0,8,25,9,26,9,4,4,4,3,0,1,0,0,1,1,0,0,0,2,0,0,1,0,0,0,2
chr11,ENSG00000137497,-,mutex_exons_1774,0,72035975,72068496,72068617,72050662,72050833,72069842,chr11s-:g.72035975j72068496_72068617j72069842>72035975j72050662_72050833j72069842[splMUT],1,2,2,3,0,4,0,1,4,5,1,2,6,2,1,0,2,0,1,0,0,1,1,0,0,0,2,0,0,1,0,0,0,2
chr11,ENSG00000137497,-,mutex_exons_1775,0,72035975,72062589,72062686,72068079,72068231,72069842,chr11s-:g.72035975j72062589_72062686j72069842>72035975j72068079_72068231j72069842[splMUT],2,1,3,2,2,1,2,2,0,0,0,1,5,0,0,4,0,6,5,6,4,11,6,1,0,7,15,4,13,5,4,2,3,2
chr11,ENSG00000137497,-,mutex_exons_1776,0,72035975,72062589,72062686,72068105,72068231,72069842,chr11s-:g.72035975j72062589_72062686j72069842>72035975j72068105_72068231j72069842[splMUT],2,1,3,2,2,1,2,2,0,0,0,1,5,0,0,4,0,11,10,5,8,12,7,2,0,8,25,9,26,9,4,4,4,3
chr11,ENSG00000137497,-,mutex_exons_1777,0,72035975,72062589,72062686,72068496,72068617,72069842,chr11s-:g.72035975j72062589_72062686j72069842>72035975j72068496_72068617j72069842[splMUT],2,1,3,2,2,1,2,2,0,0,0,1,5,0,0,4,0,1,2,2,3,0,4,0,1,4,5,1,2,6,2,1,0,2
chr11,ENSG00000137497,-,mutex_exons_1778,0,72035975,72068496,72068617,72068079,72068231,72069842,chr11s-:g.72035975j72068496_72068617j72069842>72035975j72068079_72068231j72069842[splMUT],1,2,2,3,0,4,0,1,4,5,1,2,6,2,1,0,2,6,5,6,4,11,6,1,0,7,15,4,13,5,4,2,3,2
chr11,ENSG00000137497,-,mutex_exons_1779,0,72035975,72068496,72068617,72068079,72068231,72069987,chr11s-:g.72035975j72068496_72068617j72069987>72035975j72068079_72068231j72069987[splMUT],0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,3,0,0,1,0,0,0,0
chr11,ENSG00000137497,-,mutex_exons_1780,0,72035975,72068496,72068617,72068105,72068231,72069842,chr11s-:g.72035975j72068496_72068617j72069842>72035975j72068105_72068231j72069842[splMUT],1,2,2,3,0,4,0,1,4,5,1,2,6,2,1,0,2,11,10,5,8,12,7,2,0,8,25,9,26,9,4,4,4,3
chr11,ENSG00000137497,-,mutex_exons_1781,0,72035975,72068496,72068617,72068105,72068231,72069987,chr11s-:g.72035975j72068496_72068617j72069987>72035975j72068105_72068231j72069987[splMUT],0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,5,6,0,4,2,1,1,0,1,13,5,13,5,0,2,1,1
chr11,ENSG00000137497,-,mutex_exons_1782,0,72049539,72068105,72068231,72050662,72050833,72069842,chr11s-:g.72049539j72068105_72068231j72069842>72049539j72050662_72050833j72069842[splMUT],6,4,6,6,12,6,1,0,7,15,4,16,4,4,2,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
chr11,ENSG00000186635,-,mutex_exons_1783,1,72714321,72721850,72722341,72726620,72727172,72732515,chr11s-:g.72714321j72721850_72722341j72732515>72714321j72726620_72727172j72732515[splMUT],34,19,32,131,111,75,22,23,20,23,11,23,45,41,22,59,36,12,2,9,60,38,18,3,6,10,22,2,7,9,21,22,31,7
chr11,ENSG00000175582,-,mutex_exons_1784,26,73716362,73718613,73718718,73718785,73718890,73720846,chr11s-:g.73716362j73718613_73718718j73720846>73716362j73718785_73718890j73720846[splMUT],442,366,136,612,418,395,164,157,126,300,358,525,457,142,221,218,226,522,354,226,744,446,317,147,191,164,255,361,455,455,201,233,284,320
chr11,ENSG00000175582,-,mutex_exons_1785,1,73716362,73718613,73718718,73718785,73718937,73720846,chr11s-:g.73716362j73718613_73718718j73720846>73716362j73718785_73718937j73720846[splMUT],442,366,136,612,418,395,164,157,126,300,358,525,457,142,221,218,226,296,225,159,530,309,224,100,129,106,153,218,285,258,115,155,193,212
chr11,ENSG00000166435,-,mutex_exons_1786,2,74848462,74851088,74851203,74890920,74891081,74906239,chr11s-:g.74848462j74851088_74851203j74906239>74848462j74890920_74891081j74906239[splMUT],23,6,9,10,6,5,1,14,5,37,28,8,4,6,9,1,2,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
chr11,ENSG00000166435,-,mutex_exons_1787,2,74848462,74862981,74863021,74890920,74891081,74906239,chr11s-:g.74848462j74862981_74863021j74906239>74848462j74890920_74891081j74906239[splMUT],9,2,2,11,7,7,0,4,0,18,9,11,5,0,9,2,2,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
chr11,ENSG00000137492,-,mutex_exons_1788,4,76361063,76362882,76362975,76364338,76364432,76365852,chr11s-:g.76361063j76362882_76362975j76365852>76361063j76364338_76364432j76365852[splMUT],0,0,1,2,0,2,2,0,0,2,2,5,0,2,2,0,3,74,72,11,90,65,38,11,16,17,45,53,75,53,32,32,19,23
chr11,ENSG00000149269,-,mutex_exons_1789,0,77323360,77325328,77325376,77329151,77329312,77332730,chr11s-:g.77323360j77325328_77325376j77332730>77323360j77329151_77329312j77332730[splMUT],68,122,27,117,74,35,33,24,21,119,65,119,140,22,26,39,29,13,3,0,0,0,1,2,0,5,6,15,18,9,2,0,0,2
chr11,ENSG00000149269,-,mutex_exons_1790,0,77323360,77325328,77325376,77329155,77329312,77332730,chr11s-:g.77323360j77325328_77325376j77332730>77323360j77329155_77329312j77332730[splMUT],68,122,27,117,74,35,33,24,21,119,65,119,140,22,26,39,29,2,15,0,0,0,1,2,0,1,6,6,10,9,2,0,0,0
chr11,ENSG00000149269,-,mutex_exons_1791,0,77323360,77325328,77325397,77329151,77329312,77332730,chr11s-:g.77323360j77325328_77325397j77332730>77323360j77329151_77329312j77332730[splMUT],34,68,15,62,36,15,12,10,9,60,30,56,78,14,19,17,18,13,3,0,0,0,1,2,0,5,6,15,18,9,2,0,0,2
chr11,ENSG00000149269,-,mutex_exons_1792,0,77323360,77325328,77325397,77329155,77329312,77332730,chr11s-:g.77323360j77325328_77325397j77332730>77323360j77329155_77329312j77332730[splMUT],34,68,15,62,36,15,12,10,9,60,30,56,78,14,19,17,18,2,15,0,0,0,1,2,0,1,6,6,10,9,2,0,0,0
chr11,ENSG00000149269,-,mutex_exons_1793,0,77323360,77325328,77325397,77332730,77332891,77336086,chr11s-:g.77323360j77325328_77325397j77336086>77323360j77332730_77332891j77336086[splMUT],36,68,15,62,36,15,12,10,9,60,30,56,78,14,19,17,18,222,299,55,172,164,159,74,95,76,194,231,331,274,110,112,107,111
chr11,ENSG00000149269,-,mutex_exons_1794,1,77343931,77349239,77349287,77355668,77355842,77358898,chr11s-:g.77343931j77349239_77349287j77358898>77343931j77355668_77355842j77358898[splMUT],430,455,106,328,240,231,103,123,89,306,270,543,465,112,124,141,160,320,345,57,217,164,133,46,76,61,220,252,459,310,81,98,135,90
chr11,ENSG00000149269,-,mutex_exons_1795,0,77392538,77397027,77397093,77408154,77408232,77411774,chr11s-:g.77392538j77397027_77397093j77411774>77392538j77408154_77408232j77411774[splMUT],10,12,1,26,9,5,4,1,2,6,7,10,10,1,7,8,7,1,0,0,0,2,0,2,0,0,0,0,0,1,0,2,2,0
chr11,ENSG00000149269,-,mutex_exons_1796,0,77392538,77408154,77408232,77397027,77397158,77411774,chr11s-:g.77392538j77408154_77408232j77411774>77392538j77397027_77397158j77411774[splMUT],1,0,0,0,2,0,2,0,0,0,0,0,1,0,2,2,0,10,10,1,4,3,0,4,1,0,4,6,9,6,1,4,4,3
chr11,ENSG00000149269,-,mutex_exons_1797,0,77392541,77397027,77397093,77408154,77408232,77411774,chr11s-:g.77392541j77397027_77397093j77411774>77392541j77408154_77408232j77411774[splMUT],8,23,1,52,27,21,0,1,10,11,5,23,18,1,11,11,8,1,1,0,4,2,0,0,0,0,0,2,4,3,0,3,2,2
chr11,ENSG00000149269,-,mutex_exons_1798,0,77392541,77455881,77455937,77397027,77397093,77473552,chr11s-:g.77392541j77455881_77455937j77473552>77392541j77397027_77397093j77473552[splMUT],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,1,40,29,20,0,1,8,9,4,26,17,1,8,7,4
chr11,ENSG00000149269,-,mutex_exons_1799,0,77392541,77408154,77408232,77397027,77397158,77411774,chr11s-:g.77392541j77408154_77408232j77411774>77392541j77397027_77397158j77411774[splMUT],1,1,0,4,2,0,0,0,0,0,2,4,3,0,3,2,2,8,21,1,30,21,16,0,1,8,9,4,22,14,1,8,7,4
chr11,ENSG00000159063,-,mutex_exons_1800,0,78101195,78102874,78102948,78103387,78103461,78103980,chr11s-:g.78101195j78102874_78102948j78103980>78101195j78103387_78103461j78103980[splMUT],40,22,10,26,7,7,5,1,5,18,20,23,20,16,3,1,6,2,2,0,4,0,1,1,0,0,1,0,0,0,0,0,1,0
chr11,ENSG00000159063,-,mutex_exons_1801,0,78127436,78138710,78138767,78135230,78135347,78139494,chr11s-:g.78127436j78138710_78138767j78139494>78127436j78135230_78135347j78139494[splMUT],12,2,2,5,2,0,0,2,2,4,1,4,2,4,2,3,1,4,1,0,4,2,0,0,0,0,0,2,1,1,0,2,0,0
chr11,ENSG00000188997,-,mutex_exons_1802,0,78174583,78186681,78186816,78177739,78177985,78188573,chr11s-:g.78174583j78186681_78186816j78188573>78174583j78177739_78177985j78188573[splMUT],4,0,0,2,0,2,2,0,0,1,2,2,1,3,0,2,1,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0
chr11,ENSG00000033327,-,mutex_exons_1803,0,78280901,78318143,78318219,78364016,78364103,78417646,chr11s-:g.78280901j78318143_78318219j78417646>78280901j78364016_78364103j78417646[splMUT],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16,1,10,10,8,0,4,3,11,0,16,1,2,5,4,1
chr11,ENSG00000137501,-,mutex_exons_1804,0,85711232,85714413,85714507,85720858,85720959,85724004,chr11s-:g.85711232j85714413_85714507j85724004>85711232j85720858_85720959j85724004[splMUT],93,206,115,291,209,205,49,26,26,280,137,331,355,30,37,56,43,3,0,4,3,4,1,1,0,1,6,3,4,11,0,0,0,1
chr11,ENSG00000137501,-,mutex_exons_1805,1,85711232,85714413,85714507,85720858,85720959,85724032,chr11s-:g.85711232j85714413_85714507j85724032>85711232j85720858_85720959j85724032[splMUT],96,209,118,295,215,205,49,27,26,281,140,333,362,30,40,56,43,43,85,44,87,87,97,17,13,11,145,83,164,222,7,21,33,24
chr11,ENSG00000137501,-,mutex_exons_1806,0,85711232,85714413,85714507,85720858,85720959,85725493,chr11s-:g.85711232j85714413_85714507j85725493>85711232j85720858_85720959j85725493[splMUT],93,206,114,291,209,205,49,26,26,280,137,331,355,30,36,56,43,0,1,0,4,6,2,0,0,0,0,3,4,7,0,0,0,0
chr11,ENSG00000137501,-,mutex_exons_1807,1,85714507,85717483,85717530,85716281,85716428,85718790,chr11s-:g.85714507j85717483_85717530j85718790>85714507j85716281_85716428j85718790[splMUT],62,36,10,148,26,22,26,17,19,90,69,71,71,2,30,18,15,2,3,2,12,9,2,1,2,0,6,1,5,6,0,0,0,0
chr11,ENSG00000137501,-,mutex_exons_1808,1,85714507,85717483,85717530,85716343,85716431,85718790,chr11s-:g.85714507j85717483_85717530j85718790>85714507j85716343_85716431j85718790[splMUT],62,36,10,148,26,22,26,17,19,90,69,71,71,2,30,18,15,0,1,2,3,0,0,0,1,0,1,1,0,0,0,0,0,0
chr11,ENSG00000137501,-,mutex_exons_1809,0,85714507,85716347,85716428,85717045,85717140,85717483,chr11s-:g.85714507j85716347_85716428j85717483>85714507j85717045_85717140j85717483[splMUT],2,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0
chr11,ENSG00000137501,-,mutex_exons_1810,1,85714507,85717483,85717530,85716347,85716573,85718790,chr11s-:g.85714507j85717483_85717530j85718790>85714507j85716347_85716573j85718790[splMUT],62,36,10,148,26,22,26,17,19,90,69,71,71,2,30,18,15,2,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0
chr11,ENSG00000137501,-,mutex_exons_1811,0,85714507,85716347,85716573,85717483,85717726,85718790,chr11s-:g.85714507j85716347_85716573j85718790>85714507j85717483_85717726j85718790[splMUT],2,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,30,18,5,64,16,15,12,7,9,46,37,35,36,2,14,8,10
chr11,ENSG00000110172,-,mutex_exons_1812,0,90206272,90210536,90210594,90211738,90214175,90215174,chr11s-:g.90206272j90210536_90210594j90215174>90206272j90211738_90214175j90215174[splMUT],67,40,23,65,54,29,7,25,10,64,66,67,77,17,17,15,15,75,49,28,104,64,46,14,19,20,65,74,56,82,21,17,32,29
chr11,ENSG00000110172,-,mutex_exons_1813,0,90206810,90210536,90210594,90211738,90214175,90215174,chr11s-:g.90206810j90210536_90210594j90215174>90206810j90211738_90214175j90215174[splMUT],25,14,1,12,7,3,2,2,6,17,20,10,25,12,4,3,6,75,49,28,104,64,46,14,19,20,65,74,56,82,21,17,32,29
chr11,ENSG00000110172,-,mutex_exons_1814,1,90211318,90211738,90211780,90213356,90213420,90214018,chr11s-:g.90211318j90211738_90211780j90214018>90211318j90213356_90213420j90214018[splMUT],0,0,0,2,0,0,0,0,0,0,4,0,1,5,0,0,1,9,0,0,2,0,0,1,1,1,2,6,2,2,0,0,1,0
chr11,ENSG00000149231,-,mutex_exons_1815,1,96373467,96387530,96387613,96383269,96383473,96389844,chr11s-:g.96373467j96387530_96387613j96389844>96373467j96383269_96383473j96389844[splMUT],48,21,16,36,19,16,10,4,11,22,43,22,22,9,8,14,9,110,76,23,123,56,49,12,35,25,80,110,76,79,16,39,30,30
chr11,ENSG00000149231,-,mutex_exons_1816,0,96387613,96388695,96388829,96389365,96389523,96389844,chr11s-:g.96387613j96388695_96388829j96389844>96387613j96389365_96389523j96389844[splMUT],0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,3,2,1,2,2,0,1,1,0,0,0,0,1,0
chr11,ENSG00000187151,-,mutex_exons_1817,1,101900550,101902621,101902721,101905744,101905847,101907103,chr11s-:g.101900550j101902621_101902721j101907103>101900550j101905744_101905847j101907103[splMUT],2,5,0,1,2,0,0,0,0,2,0,2,0,0,0,1,4,5,3,0,0,0,0,2,0,0,0,4,0,4,0,3,0,3
chr11,ENSG00000152558,-,mutex_exons_1818,0,102402206,102403209,102403316,102448236,102448375,102448812,chr11s-:g.102402206j102403209_102403316j102448812>102402206j102448236_102448375j102448812[splMUT],0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,2,2,5,0,3,5,1,4,4,1,5,2,6,0,1,0
chr11,ENSG00000152558,-,mutex_exons_1819,0,102402206,102403209,102403316,102448236,102448400,102448812,chr11s-:g.102402206j102403209_102403316j102448812>102402206j102448236_102448400j102448812[splMUT],0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,0,2,4,0,2,5,1,4,4,1,5,4,5,0,1,0
chr11,ENSG00000137752,-,mutex_exons_1820,0,105031280,105034424,105034474,105034208,105034388,105034612,chr11s-:g.105031280j105034424_105034474j105034612>105031280j105034208_105034388j105034612[splMUT],5,3,0,1,1,2,0,2,5,3,0,9,5,2,0,6,2,36,40,10,26,19,12,2,22,23,38,17,49,22,29,27,42,36
chr11,ENSG00000137752,-,mutex_exons_1821,7,105031280,105034424,105034474,105034208,105034388,105035107,chr11s-:g.105031280j105034424_105034474j105035107>105031280j105034208_105034388j105035107[splMUT],214,235,145,316,164,82,72,191,170,231,103,312,119,208,174,233,269,62,90,21,52,38,17,5,44,59,62,34,92,32,45,57,70,83
chr11,ENSG00000137752,-,mutex_exons_1822,0,105031280,105034589,105034702,105034208,105034388,105035107,chr11s-:g.105031280j105034589_105034702j105035107>105031280j105034208_105034388j105035107[splMUT],0,0,1,0,0,0,0,1,0,6,1,0,2,0,0,4,3,62,90,21,52,38,17,5,44,59,62,34,92,32,45,57,70,83
chr11,ENSG00000137752,-,mutex_exons_1823,0,105033126,105034424,105034474,105034208,105034388,105034612,chr11s-:g.105033126j105034424_105034474j105034612>105033126j105034208_105034388j105034612[splMUT],2,2,0,1,0,0,0,2,4,5,0,2,5,0,0,1,0,273,363,115,291,200,62,53,252,197,322,125,467,198,202,239,336,338
chr11,ENSG00000137752,-,mutex_exons_1824,3,105033126,105034424,105034474,105034208,105034388,105035107,chr11s-:g.105033126j105034424_105034474j105035107>105033126j105034208_105034388j105035107[splMUT],211,234,145,316,163,80,72,191,169,233,103,305,119,206,174,228,267,299,413,126,317,219,67,56,274,233,346,142,510,208,218,269,364,385
chr11,ENSG00000137752,-,mutex_exons_1825,0,105033126,105034589,105034702,105034208,105034388,105035107,chr11s-:g.105033126j105034589_105034702j105035107>105033126j105034208_105034388j105035107[splMUT],0,0,1,0,0,0,0,1,0,6,1,0,2,0,0,4,3,299,413,126,317,219,67,56,274,233,346,142,510,208,218,269,364,385
chr11,ENSG00000204397,-,mutex_exons_1826,1,105041719,105044608,105044658,105044392,105044572,105045191,chr11s-:g.105041719j105044608_105044658j105045191>105041719j105044392_105044572j105045191[splMUT],1,5,5,5,6,7,2,2,5,10,5,5,7,0,10,5,3,92,130,51,129,97,43,31,39,40,127,89,151,105,52,41,97,79
chr11,ENSG00000204397,-,mutex_exons_1827,1,105041719,105044608,105044658,105044392,105044572,105045291,chr11s-:g.105041719j105044608_105044658j105045291>105041719j105044392_105044572j105045291[splMUT],211,232,93,271,163,78,99,86,89,201,129,237,142,106,123,161,164,119,144,55,136,102,47,38,49,46,133,97,164,113,55,53,107,79
chr11,ENSG00000204397,-,mutex_exons_1828,0,105041719,105044608,105044658,105044392,105044572,105101408,chr11s-:g.105041719j105044608_105044658j105101408>105041719j105044392_105044572j105101408[splMUT],0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,92,129,51,129,92,43,31,39,40,127,89,151,105,52,41,97,79
chr11,ENSG00000204397,-,mutex_exons_1829,0,105043545,105044608,105044658,105044392,105044572,105045191,chr11s-:g.105043545j105044608_105044658j105045191>105043545j105044392_105044572j105045191[splMUT],1,5,5,5,6,7,2,2,5,10,5,5,7,0,6,5,3,129,108,37,161,86,36,45,42,52,126,65,131,87,54,57,53,72
chr11,ENSG00000204397,-,mutex_exons_1830,0,105043545,105044608,105044658,105044392,105044572,105045291,chr11s-:g.105043545j105044608_105044658j105045291>105043545j105044392_105044572j105045291[splMUT],211,232,93,271,163,78,99,86,89,201,129,237,142,106,119,161,164,156,122,41,168,91,40,52,52,58,132,73,144,95,57,69,63,72
chr11,ENSG00000204397,-,mutex_exons_1831,0,105043545,105044608,105044658,105044392,105044572,105101408,chr11s-:g.105043545j105044608_105044658j105101408>105043545j105044392_105044572j105101408[splMUT],0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,129,107,37,161,81,36,45,42,52,126,65,131,87,54,57,53,72
chr11,ENSG00000110777,-,mutex_exons_1832,0,111354575,111357536,111357710,111354694,111356433,111357795,chr11s-:g.111354575j111357536_111357710j111357795>111354575j111354694_111356433j111357795[splMUT],8,5,17,97,42,30,2,33,18,8,10,3,28,15,16,28,18,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
chr11,ENSG00000110777,-,mutex_exons_1833,0,111354575,111357581,111357710,111354694,111356433,111357795,chr11s-:g.111354575j111357581_111357710j111357795>111354575j111354694_111356433j111357795[splMUT],8,5,17,98,42,30,2,33,18,8,10,3,31,19,16,28,18,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
chr11,ENSG00000110777,-,mutex_exons_1834,3,111358918,111377774,111377852,111363179,111363434,111379162,chr11s-:g.111358918j111377774_111377852j111379162>111358918j111363179_111363434j111379162[splMUT],2,2,2,20,8,1,0,0,0,2,1,6,4,3,0,0,0,1,3,0,8,2,6,0,1,0,4,1,9,6,0,2,0,2
chr11,ENSG00000110777,-,mutex_exons_1835,3,111358918,111377774,111377852,111363833,111363989,111379162,chr11s-:g.111358918j111377774_111377852j111379162>111358918j111363833_111363989j111379162[splMUT],2,2,2,20,8,1,0,0,0,2,1,6,4,3,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,3,0,0,0,0
chr11,ENSG00000137713,-,mutex_exons_1836,0,111759951,111761119,111761291,111760819,111761051,111764805,chr11s-:g.111759951j111761119_111761291j111764805>111759951j111760819_111761051j111764805[splMUT],0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,189,248,71,218,155,149,47,61,59,281,144,248,233,64,90,114,115
